	#	$	''	(	)	,	.	:	CC	CD	DT	EX	FW	IN	JJ	JJR	JJS	MD	NN	NNP	NNPS	NNS	PDT	POS	PRP	PRP$	RB	RBR	RBS	RP	SYM	TO	UH	VB	VBD	VBG	VBN	VBP	VBZ	WDT	WP	WP$	WRB	``
.	-4.889622	-7.685586	-9.868067	-4.677211	-6.070985	-3.600317	14.206449	-0.120073	-10.644364	-2.514780	-8.382020	-15.635897	-6.553740	-5.241173	-1.235498	-8.295115	-12.284819	-5.976274	-0.657619	2.124675	-4.316277	0.695384	-9.166097	-6.504147	-6.170496	-6.924646	-3.244812	-12.567605	-15.127402	-13.390035	-8.975677	-13.298019	-7.815685	-3.004294	-4.266465	-5.975457	-5.944333	-6.200992	-3.236686	-11.222269	-4.426824	-9.313646	-5.481520	-12.530493
In	-10.002372	-6.383194	-8.948823	-9.145232	-7.442080	-7.760497	-11.872738	-15.777697	-3.581215	-5.238081	-1.389331	-10.667775	-13.606857	7.770601	-0.360528	-8.195821	-13.147636	-6.643512	-0.115761	3.381960	-4.192854	-4.059124	-11.718734	-12.203467	-0.128060	-0.948003	1.571893	-10.067354	-15.856545	-7.341886	-8.943743	-10.450936	-6.866783	-0.809297	-5.702076	-8.931581	-3.786485	-3.265853	-4.599048	-6.207260	-7.464773	-12.077089	-4.686358	-11.309646
addition	-11.978890	-14.450597	-13.736538	-14.509397	-13.575900	-13.156526	-12.976221	-15.243658	-7.954397	-3.680331	-4.846301	-16.152752	-8.275694	-1.645832	2.991158	-7.494489	-12.614452	-5.043041	5.599736	1.190609	-7.957650	-2.376623	-12.881700	-20.450544	-7.297768	-15.301034	-0.348754	-11.773233	-15.981849	-8.100205	-10.829469	-13.285639	-14.185744	0.931958	-1.318584	-2.934917	-2.708395	-0.617785	-9.696424	-10.660398	-14.036794	-12.039007	-12.115197	-12.913859
to	-7.370830	-4.893897	-9.857117	-6.934582	-7.926226	-5.977903	-9.050160	-8.278963	-4.385123	-0.491133	-0.546777	-10.657193	-5.737771	0.964524	-0.068176	-9.338073	-6.620224	-0.716983	1.418302	0.703826	-8.213395	-3.615532	-12.746425	-8.874119	-4.982430	-9.475069	-0.022342	-12.329858	-5.137251	-2.444807	-7.019334	11.519252	-9.869136	0.594648	-1.909645	-7.882371	-2.838066	-0.439542	-6.843638	-6.426378	-1.670548	-10.562876	-7.233404	-7.268418
his	-6.121758	-6.236472	-9.489252	-7.162190	-5.058548	-8.732204	-6.575701	-7.461015	-11.508489	-8.356436	1.190224	-14.004232	-7.278815	-3.283164	-0.627473	-4.830494	-8.610871	-9.210492	0.049848	0.684027	-0.438152	1.760180	-12.061609	-8.284065	0.945936	6.991939	-2.160668	-8.577216	-8.930272	-12.530951	-6.970650	-11.706848	-5.690209	-0.996339	-5.950540	-6.735750	-5.582529	-3.610188	2.862703	-5.611357	-8.586623	-7.250003	-6.839962	-11.758554
previous	-9.932565	-12.600298	-12.608130	-5.172333	-8.469948	-8.893916	-11.905224	-5.924995	-9.297425	-8.306271	-13.407935	-15.416567	-5.200564	-3.748447	3.572946	-3.796109	-9.718071	-8.833891	3.972620	0.615494	-2.995268	2.332976	-13.298880	-8.317129	-10.832373	-10.648890	-0.259942	-7.009458	-13.344333	-9.267957	-9.359363	-15.910492	-12.063470	-0.119599	-3.195444	-2.957398	-4.505837	-1.505121	-0.614839	-9.175350	-9.184831	-11.582292	-12.714846	-8.349398
real-estate	-17.916481	-14.075070	-17.216255	-7.138378	-6.985195	-14.501467	-23.645084	-7.161380	-18.369967	-15.840942	-11.798924	-18.424875	-5.851357	-11.180229	7.580225	-1.328609	-3.703033	-7.255806	7.555869	2.284317	-4.324615	0.799335	-16.358757	-13.976175	-12.250541	-22.763004	-0.894783	-6.973541	-12.733628	-17.977173	-12.943811	-20.771811	-17.858555	4.751272	-6.892303	-4.874820	-5.689505	1.507135	-3.952814	-13.080661	-22.695978	-18.913364	-15.221827	-15.321835
investment	-9.137134	-12.676222	-13.594704	-9.070197	-11.744363	-13.461820	-11.113382	-16.386841	-7.383900	-10.039173	-9.027034	-16.563391	-7.237569	-3.862088	4.200197	-9.749841	-3.916165	-9.637196	6.049212	1.516685	-5.575173	2.123830	-12.665212	-11.560238	-6.909872	-13.340688	-1.484441	-12.607965	-9.598805	-8.315947	-9.417432	-19.689865	-9.478452	1.998080	-1.610693	-0.960582	-0.622104	-0.069864	-3.933901	-10.419243	-18.627449	-12.461325	-9.622691	-10.540213
and	-5.545801	-6.222587	-8.691244	-6.601095	-7.614730	-8.451298	-10.024127	-9.302346	11.204060	-8.670640	1.157767	-11.630521	-5.971031	-0.202506	0.928630	-8.772384	-9.589598	-5.589883	3.067585	0.719486	-4.934876	-3.356470	-8.479346	-8.970040	-9.251793	-12.888366	-0.824926	-14.986135	-14.337023	-5.987674	-9.197055	-14.494511	-8.486798	2.197123	-1.281101	-3.832344	-0.784705	1.732651	-3.285167	-6.698166	-9.237029	-10.722454	-9.326917	-9.629957
asset-management	-23.753567	-25.804193	-28.606468	-15.185654	-10.017380	-18.809589	-31.772564	-14.026700	-21.666990	-18.954302	-19.035675	-24.212290	-9.400484	-14.021710	10.070121	-8.265251	-3.009751	-15.157415	9.100902	3.466184	-3.023323	3.655499	-20.875753	-23.874208	-21.194061	-30.128929	1.802130	-16.633755	-22.433170	-19.048807	-17.708078	-31.856466	-24.072958	4.018204	-5.073509	-2.178050	-2.246719	-0.012921	-5.828547	-13.919209	-28.818727	-26.805157	-21.555866	-18.465572
duties	-9.452076	-11.615153	-14.695766	-8.274529	-9.749042	-9.750120	-12.098070	-10.459623	-10.194032	-10.304409	-10.232555	-18.166830	-6.720303	-0.252901	-0.600267	-6.133644	-9.595846	-10.735190	-0.295892	0.403875	1.175366	7.578873	-15.550970	-7.184748	-3.309561	-1.579026	-2.740503	-9.176507	-11.986004	-9.758445	-9.395070	-13.799067	-8.672068	-4.047906	-4.017396	-7.312487	-5.371436	-5.929748	2.564239	-15.194608	-13.235083	-14.012758	-14.807150	-9.671010
,	-13.581043	-9.872703	-9.883393	-10.017828	-7.933084	14.421518	-8.856867	-8.433417	-10.860093	-2.199082	-6.159748	-17.000822	-10.582095	-3.538442	-0.894004	-10.798315	-14.285456	-16.077103	-1.877002	2.917895	-2.251336	0.938418	-15.088400	-7.367509	-9.017151	-9.794456	-0.874971	-15.746119	-20.629662	-12.781857	-12.016196	-12.914561	-10.960160	-4.206653	-9.212708	-12.921544	-7.568259	-8.509542	-3.234344	-16.091478	-12.838821	-19.756239	-11.412603	-15.898112
Mr.	-21.047802	-9.478176	-16.477877	-5.929237	-3.718916	-8.853614	-13.510212	-6.897762	-5.805527	-6.173920	-16.140982	-15.600034	-18.219891	-10.306706	1.102077	-3.718395	-9.400533	-14.568670	-0.975458	10.527640	1.098790	-0.710366	-20.232380	-16.407341	-15.022354	-6.509542	-0.736559	-8.602042	-26.038897	-18.054585	-16.217152	-18.829138	-13.862793	-5.466409	-10.170553	-10.163162	-7.723879	-11.974511	-8.170318	-21.169979	-17.119520	-24.082411	-11.571597	-16.786861
Meador	-19.520708	-9.608736	-19.481955	-12.426297	-9.108736	-12.558728	-19.932564	-14.712130	-0.027937	-10.133851	-8.729302	-13.830443	-17.177553	-1.765285	3.089571	-1.410684	-4.897125	-11.048602	1.783928	6.471067	-3.389296	-4.449773	-17.155329	-20.000921	-10.864279	-8.551145	3.871394	-4.501862	-17.961821	-13.314329	-13.767693	-14.985744	-11.123066	-1.611056	-8.246643	-5.847878	-5.442126	-6.563633	-9.620637	-14.438519	-17.739605	-22.095821	-14.792558	-17.375940
takes	-14.247087	-12.072318	-17.599091	-8.520772	-8.643799	-9.663185	-13.025987	-11.355736	-16.270128	-16.525688	-13.428838	-15.907073	-6.656088	-10.515374	-1.199689	-7.016688	-6.305338	-14.724212	2.027580	1.796139	2.524426	8.254278	-17.011324	-5.948586	-12.742084	-11.654605	-3.488990	-6.735763	-12.721513	-15.537178	-11.346185	-14.246579	-12.524486	0.296661	-1.603260	-3.800921	-2.061574	-2.127752	7.424520	-17.880140	-17.099972	-15.790805	-17.257210	-13.574798
responsibility	-18.730240	-22.585962	-25.190220	-20.693892	-16.775768	-18.926294	-22.745955	-23.038504	-17.399515	-9.716057	-16.838734	-21.633375	-8.081779	-3.721204	5.298886	-11.299207	-12.106030	-20.512072	9.469046	3.534745	-6.871162	0.676236	-17.876194	-22.996326	-7.298316	-18.769541	-0.311217	-13.942504	-18.098330	-15.491568	-16.188540	-19.642452	-18.492441	3.681471	-5.553317	-0.492770	-4.921729	-1.139683	-8.192214	-15.406177	-23.211826	-22.302048	-21.335535	-17.598885
for	-6.284726	-6.806795	-11.597198	-11.849757	-8.676481	-9.831136	-9.719112	-9.999868	-0.571997	0.115174	-0.480478	-11.184988	-5.446327	7.523680	1.695921	-0.908370	-9.043357	-9.039802	2.288058	-0.067132	-8.089592	-3.486630	-6.442403	-10.247150	-4.811131	-4.336343	0.862337	-3.617966	-9.214725	-4.400836	-5.907354	-5.986910	-6.370851	0.854539	-2.534399	-5.440754	-3.194667	-1.326370	-5.420272	-1.149971	-5.722147	-7.399884	-5.310346	-7.894227
development	-12.846318	-15.017472	-14.296236	-14.932050	-13.787654	-11.888623	-16.282520	-15.347866	-9.652450	-10.419206	-7.470267	-10.763109	-4.768004	-5.265162	4.658331	-8.055618	-5.792406	-9.081362	6.368261	0.290084	-5.581466	1.445243	-12.591546	-13.988690	-8.904608	-18.660572	1.246078	-14.077216	-14.294915	-6.904731	-10.293316	-18.218094	-11.350555	3.964799	1.346961	-1.266302	1.356177	0.823552	-4.274887	-8.165606	-19.983423	-13.318126	-10.186834	-9.887968
and	-5.545801	-6.222587	-8.691244	-6.601095	-7.614730	-8.451298	-10.024127	-9.302346	11.204060	-8.670640	1.157767	-11.630521	-5.971031	-0.202506	0.928630	-8.772384	-9.589598	-5.589883	3.067585	0.719486	-4.934876	-3.356470	-8.479346	-8.970040	-9.251793	-12.888366	-0.824926	-14.986135	-14.337023	-5.987674	-9.197055	-14.494511	-8.486798	2.197123	-1.281101	-3.832344	-0.784705	1.732651	-3.285167	-6.698166	-9.237029	-10.722454	-9.326917	-9.629957
property	-12.112042	-12.404655	-15.346502	-10.313873	-9.659264	-8.377489	-19.993639	-12.403306	-8.624000	-10.068494	-9.951669	-12.462125	-5.471304	-1.463580	3.188567	-6.955170	-4.696008	-7.179988	6.085029	1.744992	-5.733341	-0.783739	-12.965159	-12.888080	-10.191644	-10.830669	1.396266	-9.381227	-10.334430	-7.271980	-8.916650	-9.490536	-12.923921	3.098463	-3.611182	-4.615500	-2.483009	0.361654	-4.718051	-7.111048	-12.597645	-15.293884	-12.272393	-11.151187
management	-15.518660	-15.864153	-18.151907	-10.952473	-11.661205	-12.945667	-19.042175	-13.976809	-13.633859	-13.231450	-15.145659	-12.506165	-4.396591	-12.391547	5.860354	-6.366840	-3.360822	-7.639808	7.511416	3.356815	-3.144111	2.472765	-14.127043	-16.414471	-16.856623	-23.390614	-1.032483	-9.117507	-14.712252	-9.085217	-11.139207	-20.090153	-15.100664	4.143865	0.310846	0.273428	0.949211	1.698087	-3.746840	-11.680742	-21.257111	-18.091488	-14.580069	-11.349242
.	-4.889622	-7.685586	-9.868067	-4.677211	-6.070985	-3.600317	14.206449	-0.120073	-10.644364	-2.514780	-8.382020	-15.635897	-6.553740	-5.241173	-1.235498	-8.295115	-12.284819	-5.976274	-0.657619	2.124675	-4.316277	0.695384	-9.166097	-6.504147	-6.170496	-6.924646	-3.244812	-12.567605	-15.127402	-13.390035	-8.975677	-13.298019	-7.815685	-3.004294	-4.266465	-5.975457	-5.944333	-6.200992	-3.236686	-11.222269	-4.426824	-9.313646	-5.481520	-12.530493
Those	-12.375395	-7.291673	-10.013097	-11.098521	-7.653669	-8.563365	-12.171116	-13.400784	-10.362864	-1.142384	6.111181	-3.891409	-11.980304	-0.395680	0.064551	-4.694757	-8.105211	-9.408069	-0.190613	1.507676	-5.082130	-3.942759	-11.377107	-10.942224	-3.219373	-5.614501	1.094550	-4.896641	-13.216314	-12.248401	-9.216402	-7.542490	-5.764504	-2.589221	-5.210791	-8.041241	-5.708737	-4.303790	-8.720526	-3.502201	-9.381640	-5.738584	-4.790319	-12.795520
duties	-9.452076	-11.615153	-14.695766	-8.274529	-9.749042	-9.750120	-12.098070	-10.459623	-10.194032	-10.304409	-10.232555	-18.166830	-6.720303	-0.252901	-0.600267	-6.133644	-9.595846	-10.735190	-0.295892	0.403875	1.175366	7.578873	-15.550970	-7.184748	-3.309561	-1.579026	-2.740503	-9.176507	-11.986004	-9.758445	-9.395070	-13.799067	-8.672068	-4.047906	-4.017396	-7.312487	-5.371436	-5.929748	2.564239	-15.194608	-13.235083	-14.012758	-14.807150	-9.671010
had	-8.442493	-7.688495	-8.000471	-9.508706	-7.866497	-7.963570	-5.657407	-7.478396	-10.092357	-8.279592	-8.315647	-11.348775	-4.288167	-4.724201	2.012414	-3.237987	-5.050257	0.502258	1.933427	-0.009878	-6.119679	-2.263291	-6.893160	-6.572853	-5.896884	-12.339516	-1.041668	-7.441336	-7.083738	-5.021140	-8.021893	-9.820168	-5.855158	1.331552	5.478673	-3.028403	2.805364	0.742043	-0.077273	-6.754163	-6.955455	-7.141007	-6.478893	-7.526786
been	-6.534363	-9.135866	-7.875605	-9.279930	-7.586998	-5.648195	-6.843724	-9.086612	-9.008327	-2.189796	-7.713330	-5.754920	-6.736001	0.629290	1.711647	-3.192008	-4.045323	-9.324999	1.601193	-0.351651	-5.294578	-0.399407	-10.405332	-9.413021	-3.511218	-4.868874	0.521634	-8.656370	-9.721834	-5.838649	-7.032037	-15.138770	-9.197220	2.415943	2.000210	-3.198545	5.443000	-0.612775	-1.645397	-9.396066	-13.742958	-7.913500	-2.742918	-7.106629
held	-9.672061	-5.059877	-9.976599	-12.132647	-9.556149	-7.235659	-9.862149	-5.783603	-10.328569	-6.429146	-10.524445	-9.709663	-6.609495	-4.569104	2.618200	-5.659484	-7.221556	-5.286565	2.173365	0.093836	-8.802303	-3.586243	-7.569546	-11.471246	-1.076761	-8.781006	1.854371	-13.687047	-13.094349	-5.734076	-8.740362	-17.626812	-4.732636	3.028898	2.828819	-4.053869	3.813452	-1.250117	-4.372760	-7.895111	-13.922018	-9.423268	-5.924775	-12.012409
by	-11.339797	-14.200546	-16.944780	-14.134285	-13.066374	-12.317332	-15.881593	-18.181206	-5.647904	-10.911588	-10.479096	-20.046457	-13.683467	12.275304	3.286849	-11.496980	-13.542689	-14.291971	3.593117	0.578645	-12.329678	-3.988164	-20.338140	-19.940681	-4.413794	-7.530291	2.106073	-19.633270	-22.026779	-8.622671	-13.008426	-18.908850	-18.280523	2.145712	-5.577099	-8.197353	-2.835317	-1.845177	-8.555923	-8.569123	-13.402921	-17.596416	-7.697418	-13.966871
Van	-22.975634	-13.074912	-16.810528	-5.986420	-6.500487	-10.661774	-18.076410	-15.197527	-8.412969	-13.272405	-6.744727	-15.706330	-18.296999	-8.114741	2.428174	-10.393631	-13.329859	-6.179737	-0.034980	11.282998	2.899310	-2.287132	-21.047293	-20.902500	-19.607048	-13.922419	-1.985254	-14.345432	-28.611851	-20.064545	-18.355885	-19.704567	-16.017982	-4.222838	-8.659660	-6.396578	-5.201789	-9.276346	-7.572802	-17.386684	-13.286268	-26.698578	-16.015263	-18.816618
Pell	-16.928377	-4.224799	-10.115396	-4.928821	-4.060753	-7.949132	-13.554050	-8.023355	-6.206513	-9.521105	-4.123190	-8.612456	-14.093151	-4.448583	1.941795	-6.130790	-5.808847	-6.024930	-0.972557	7.410982	1.933808	-2.623689	-9.878089	-13.298481	-7.403142	-7.190549	2.593844	-7.120917	-16.567717	-12.173614	-11.334900	-12.915036	-5.954504	-2.299555	-7.995163	-2.038593	-5.208993	-6.339194	-6.333133	-13.098207	-15.860185	-17.900114	-9.830443	-11.810505
,	-13.581043	-9.872703	-9.883393	-10.017828	-7.933084	14.421518	-8.856867	-8.433417	-10.860093	-2.199082	-6.159748	-17.000822	-10.582095	-3.538442	-0.894004	-10.798315	-14.285456	-16.077103	-1.877002	2.917895	-2.251336	0.938418	-15.088400	-7.367509	-9.017151	-9.794456	-0.874971	-15.746119	-20.629662	-12.781857	-12.016196	-12.914561	-10.960160	-4.206653	-9.212708	-12.921544	-7.568259	-8.509542	-3.234344	-16.091478	-12.838821	-19.756239	-11.412603	-15.898112
44	-16.641096	-10.412789	-23.007727	-16.179230	-16.304520	-17.943878	-12.304421	-12.424334	-26.852465	16.953815	-4.122592	-11.820081	-11.867179	-5.223986	4.342147	-8.977535	-18.996700	-10.151530	5.458584	1.745192	-12.685522	-2.762008	-17.693092	-32.391903	-2.536175	-5.469294	-0.467005	-11.743710	-17.897886	-14.819995	-12.805239	-14.539976	-13.136726	-0.306574	-4.285373	-11.163212	-5.219206	-3.506301	-14.724360	-15.262483	-16.190933	-16.584763	-8.506110	-21.803747
,	-13.581043	-9.872703	-9.883393	-10.017828	-7.933084	14.421518	-8.856867	-8.433417	-10.860093	-2.199082	-6.159748	-17.000822	-10.582095	-3.538442	-0.894004	-10.798315	-14.285456	-16.077103	-1.877002	2.917895	-2.251336	0.938418	-15.088400	-7.367509	-9.017151	-9.794456	-0.874971	-15.746119	-20.629662	-12.781857	-12.016196	-12.914561	-10.960160	-4.206653	-9.212708	-12.921544	-7.568259	-8.509542	-3.234344	-16.091478	-12.838821	-19.756239	-11.412603	-15.898112
who	-7.989061	-7.750517	-9.064430	-5.327276	-7.028842	-7.523751	-5.257992	-6.835969	-5.510692	-0.896604	-4.818851	-18.055109	-7.766865	2.250089	-0.890813	-10.556764	-10.440956	0.061738	-1.183895	-0.422767	-10.148780	-3.967880	-15.131295	-10.063004	-6.238328	-10.227843	-2.274503	-15.663632	-12.202475	-4.173674	-9.118245	1.617972	-6.032220	-2.049007	-3.227512	-11.770958	-4.358759	-2.582664	-6.656841	0.290761	11.513357	-2.779589	1.129643	-8.300329
resigned	-15.534673	-12.915843	-11.804972	-12.308613	-9.876842	-11.783992	-9.475056	-9.367526	-16.239943	-6.060916	-17.460638	-14.332346	-8.019444	-8.963115	4.819204	-4.131952	-10.365647	-7.374349	2.166841	0.993981	-6.150701	-1.715792	-15.598756	-13.980867	-10.539404	-23.931366	-2.298715	-11.167274	-20.820976	-12.194100	-12.060605	-22.826792	-13.278831	1.822363	6.528852	-3.843628	6.838830	-0.553353	-4.903471	-16.844950	-19.635302	-8.493390	-10.336965	-12.406054
as	-5.561683	-7.967659	-9.941245	-10.216928	-7.731983	-8.729766	-12.003331	-10.394684	-7.727248	-10.337376	-1.944820	-9.901120	-5.755874	6.050950	-0.491821	-5.687077	-7.487926	-9.249285	1.245214	-0.532797	-2.555594	0.773200	-8.038194	-4.653679	-4.733013	-8.856573	1.866976	-7.692737	-9.343890	-7.683836	-7.364775	-9.676814	-8.616745	-1.664275	-0.663605	-4.768219	-3.403976	-2.981910	-0.032454	-2.343163	-8.238626	-9.707982	-9.919545	-7.308345
an	-3.194004	-8.362827	-8.255002	-9.242219	-8.564096	-9.067944	-9.951460	-11.581445	1.920903	-7.434013	9.702093	-7.248525	-4.344024	2.072189	0.668082	-8.784817	-11.308928	-2.072858	2.822335	0.283478	-6.599076	-3.227963	-4.389345	-12.071518	-5.781664	-8.312982	-0.277001	-12.711248	-13.998105	-5.334865	-7.384172	-11.067513	-6.943188	0.734283	-1.420634	-4.783614	-1.618030	1.048038	-3.626511	-1.272179	-5.820816	-9.856877	-7.695373	-9.238326
executive	-12.855190	-12.125540	-15.849373	-9.557890	-9.915623	-11.286224	-12.452681	-7.153906	-14.341718	-4.269234	-11.423618	-13.513378	-7.298416	-4.283153	7.584852	-7.260725	-11.217131	-14.694414	4.404157	1.830930	-4.117599	0.258188	-13.812434	-16.607292	-7.908698	-13.466660	-1.367013	-12.774417	-16.006866	-13.271708	-9.351763	-16.931538	-14.928783	3.179732	-3.667699	-1.649420	-1.856001	0.445504	-5.436455	-10.767012	-21.428791	-13.136968	-14.848874	-11.452615
vice	-8.323241	-11.835041	-10.624003	-11.637447	-9.411469	-9.956489	-13.343088	-9.601737	-5.203766	-5.285943	-2.616178	-14.695741	-4.799531	3.123488	2.491189	-5.401077	-12.222378	-7.293643	5.505268	0.373055	-9.138921	-4.220601	-11.212278	-14.086985	-4.741733	-10.736894	3.038619	-11.433115	-11.715501	-8.406482	-7.021773	-12.867474	-12.382673	3.066370	-3.641588	-4.102324	-4.420488	0.805323	-9.002231	-4.366722	-15.478062	-11.380317	-13.132059	-11.103787
president	-13.093273	-13.650625	-15.406492	-10.574859	-9.256453	-11.313070	-16.608641	-12.911968	-8.195168	-9.017381	-15.325933	-13.595567	-5.278089	-4.399090	4.625332	-5.699385	-3.037363	-10.000784	6.325791	1.346336	-3.645526	1.515240	-14.642544	-13.643563	-14.169920	-20.053238	-0.896341	-10.158783	-13.374812	-8.409376	-10.786888	-16.861626	-15.404293	3.495530	-0.070594	0.208990	1.113093	0.344893	-3.651518	-10.372575	-17.623692	-12.961502	-11.948653	-11.497140
.	-4.889622	-7.685586	-9.868067	-4.677211	-6.070985	-3.600317	14.206449	-0.120073	-10.644364	-2.514780	-8.382020	-15.635897	-6.553740	-5.241173	-1.235498	-8.295115	-12.284819	-5.976274	-0.657619	2.124675	-4.316277	0.695384	-9.166097	-6.504147	-6.170496	-6.924646	-3.244812	-12.567605	-15.127402	-13.390035	-8.975677	-13.298019	-7.815685	-3.004294	-4.266465	-5.975457	-5.944333	-6.200992	-3.236686	-11.222269	-4.426824	-9.313646	-5.481520	-12.530493
Shearson	-21.905268	-13.478681	-19.401131	-15.649046	-12.818624	-9.535363	-18.754559	-15.252070	-16.010096	-8.785117	-18.386055	-15.859622	-16.980324	-4.078082	3.134747	-9.177692	-10.210192	-14.244145	2.521163	7.617747	-3.343481	-2.777006	-17.883518	-18.882803	-9.222431	-10.689399	4.149842	-15.339859	-23.784262	-18.361942	-17.554991	-22.683737	-12.499597	-0.746169	-8.249814	-4.146336	-3.164419	-5.898414	-9.365143	-16.501966	-18.006111	-21.503437	-11.569608	-22.231203
is	-6.892757	-7.975943	-11.705893	-7.769334	-7.594448	-8.479368	-6.980785	-6.955335	-10.084617	-8.686194	-2.364274	-13.789015	-4.650736	-3.860039	-0.831493	-5.874152	-7.295519	-9.722752	1.291094	0.863093	0.239517	3.824629	-10.903557	-3.308117	-2.003644	-0.862783	-1.865994	-8.411381	-8.804737	-11.134991	-6.556574	-11.321602	-7.799852	-0.379495	-5.447852	-5.147617	-5.176870	-2.830580	6.807385	-6.864338	-8.045698	-9.523482	-10.622313	-12.055037
about	-4.730054	-9.391978	-10.333941	-10.128860	-10.342607	-7.147245	-12.122099	-11.821018	-4.004069	-2.586740	-4.080702	-10.138184	-3.989896	7.417478	1.987038	-7.365032	-5.077471	-7.750844	2.340622	-0.534824	-5.086650	-1.864737	-4.174426	-8.567559	-3.655714	-8.167340	3.541674	-10.224674	-8.089868	-0.643918	-6.271865	-10.346087	-8.765790	0.882569	-2.332225	-2.315660	-0.889312	-1.110973	-4.634271	-2.069615	-7.120800	-8.743423	-6.949135	-7.937160
60%-held	-35.166950	-23.655575	-38.940250	-8.912671	-13.218470	-21.593765	-39.078526	-9.003634	-26.993250	-0.851650	-28.705576	-32.172657	-21.367897	-16.844742	12.741940	-4.035710	-12.430981	-20.795118	6.871456	8.777370	-3.490813	1.584246	-29.550453	-45.087879	-26.652945	-24.665138	-0.892988	-13.121819	-35.254620	-31.722433	-21.254492	-36.451149	-23.848421	-0.344524	-12.955397	-6.249193	-5.760989	-10.438498	-12.985093	-29.662493	-36.624432	-40.233116	-22.156891	-29.709034
by	-11.339797	-14.200546	-16.944780	-14.134285	-13.066374	-12.317332	-15.881593	-18.181206	-5.647904	-10.911588	-10.479096	-20.046457	-13.683467	12.275304	3.286849	-11.496980	-13.542689	-14.291971	3.593117	0.578645	-12.329678	-3.988164	-20.338140	-19.940681	-4.413794	-7.530291	2.106073	-19.633270	-22.026779	-8.622671	-13.008426	-18.908850	-18.280523	2.145712	-5.577099	-8.197353	-2.835317	-1.845177	-8.555923	-8.569123	-13.402921	-17.596416	-7.697418	-13.966871
American	-16.352497	-13.415591	-15.855513	-9.780487	-8.451080	-13.251966	-22.783825	-12.354835	-11.507308	-14.394650	-4.420887	-13.295668	-12.395709	-5.234215	3.640718	-8.450890	-13.150680	-5.566350	2.194722	7.952923	0.683559	-3.168922	-14.556157	-21.063757	-12.978539	-13.814657	0.018073	-15.961078	-25.665960	-18.093882	-15.060647	-21.870926	-14.527515	-1.550192	-7.600087	-4.338118	-4.043524	-4.040582	-8.097692	-5.695624	-15.742972	-20.918184	-13.953568	-15.766096
Express	-18.230124	-9.854366	-14.066798	-6.639020	-6.354074	-11.258615	-19.225199	-11.537611	-7.708883	-13.473067	-10.344458	-12.836682	-17.318893	-3.550979	1.109846	-0.672164	-8.038157	-17.621622	0.308009	7.212587	2.715294	-1.342177	-16.717342	-13.470185	-11.066241	-12.534142	-1.130865	-2.312928	-20.786654	-16.359299	-14.663662	-19.250313	-11.801338	-2.676699	-6.688405	-2.750325	-4.814759	-6.674857	-3.728946	-19.002018	-19.080643	-16.981668	-12.448363	-13.304796
Co	-16.895988	-7.280220	-8.925423	-5.394038	-3.585855	-8.515406	-15.936816	-9.091923	-8.028784	-10.058399	-5.467429	-15.608446	-14.940791	-6.948604	0.212595	-9.494790	-8.603842	-3.733541	-0.821148	7.946394	-2.790890	-4.549383	-17.948935	-12.450088	-9.261189	-9.325333	1.174720	-14.229370	-16.656050	-12.576111	-14.075698	-7.490428	-12.923898	-2.654194	-6.822114	-7.452752	-4.808981	-6.413722	-7.652979	-14.274210	-8.520609	-19.892681	-10.172555	-11.320576
.	-4.889622	-7.685586	-9.868067	-4.677211	-6.070985	-3.600317	14.206449	-0.120073	-10.644364	-2.514780	-8.382020	-15.635897	-6.553740	-5.241173	-1.235498	-8.295115	-12.284819	-5.976274	-0.657619	2.124675	-4.316277	0.695384	-9.166097	-6.504147	-6.170496	-6.924646	-3.244812	-12.567605	-15.127402	-13.390035	-8.975677	-13.298019	-7.815685	-3.004294	-4.266465	-5.975457	-5.944333	-6.200992	-3.236686	-11.222269	-4.426824	-9.313646	-5.481520	-12.530493
Great	-25.221746	-12.860252	-19.092773	-7.100844	-5.229238	-8.897952	-22.223366	-13.673946	-7.002249	-13.336768	-13.867656	-10.166226	-20.653076	-7.193652	3.993987	-7.209065	-6.472968	-16.342979	-1.198002	11.546033	4.750808	-1.877102	-21.223965	-18.287247	-16.829693	-14.058222	2.377688	-7.465965	-26.452040	-16.370466	-18.246071	-17.412954	-16.231783	-4.635990	-8.962181	-5.371441	-4.639434	-10.601573	-9.280985	-18.127243	-18.615164	-26.974016	-14.737517	-19.928139
American	-16.352497	-13.415591	-15.855513	-9.780487	-8.451080	-13.251966	-22.783825	-12.354835	-11.507308	-14.394650	-4.420887	-13.295668	-12.395709	-5.234215	3.640718	-8.450890	-13.150680	-5.566350	2.194722	7.952923	0.683559	-3.168922	-14.556157	-21.063757	-12.978539	-13.814657	0.018073	-15.961078	-25.665960	-18.093882	-15.060647	-21.870926	-14.527515	-1.550192	-7.600087	-4.338118	-4.043524	-4.040582	-8.097692	-5.695624	-15.742972	-20.918184	-13.953568	-15.766096
